13.000000  27.000000  0.037000  8.330000  13.100000  24.400000
14.000000  28.000000  0.000000  8.450000  17.200000  30.500000
16.000000  32.000000  0.000000  8.490000  15.000000  28.100000
20.000000  40.000000  0.000000  8.550000  15.600000  28.900000
25.000000  55.000000  0.090900  8.770000  10.200000  19.200000
30.000000  65.000000  0.076900  8.720000  7.980000  19.800000
4.000000  9.000000  0.111000  6.460000  1.660000  20.600000
6.000000  12.000000  0.000000  7.680000  18.700000  31.800000
62.000000  154.000000  0.195000  8.230000  7.970000  13.800000
64.000000  156.000000  0.179000  8.220000  8.540000  15.000000
67.000000  165.000000  0.188000  8.150000  7.990000  14.700000
68.000000  168.000000  0.190000  8.130000  7.770000  14.200000
7.000000  14.000000  0.000000  7.480000  10.600000  30.600000
70.000000  174.000000  0.195000  8.080000  7.460000  13.800000
72.000000  178.000000  0.191000  8.050000  7.630000  14.000000
72.000000  180.000000  0.200000  8.030000  7.390000  13.500000
73.000000  181.000000  0.193000  8.020000  7.580000  14.200000
74.000000  182.000000  0.187000  8.020000  8.080000  14.800000
74.000000  184.000000  0.196000  8.010000  7.410000  13.600000
74.000000  186.000000  0.204000  7.990000  7.190000  12.900000
79.000000  197.000000  0.198000  7.920000  8.070000  14.700000
8.000000  16.000000  0.000000  7.980000  15.700000  28.900000
9.000000  19.000000  0.052600  7.780000  10.400000  19.600000
92.000000  233.000000  0.210000  7.600000  5.760000  13.000000
92.000000  238.000000  0.227000  7.570000  6.150000  11.300000
94.000000  239.000000  0.213000  7.560000  5.650000  12.600000
12.000000  25.000000  0.040000  8.220000  7.330000  23.900000
12.000000  26.000000  0.076900  8.330000  11.100000  18.400000
14.000000  30.000000  0.066700  8.520000  10.600000  19.100000
15.000000  31.000000  0.032300  8.480000  12.300000  23.600000
18.000000  40.000000  0.100000  8.600000  9.870000  16.500000
21.000000  45.000000  0.066700  8.620000  11.300000  21.000000
23.000000  51.000000  0.098000  8.740000  11.100000  20.400000
25.000000  55.000000  0.090900  8.770000  10.200000  19.200000
27.000000  59.000000  0.084700  8.770000  10.500000  19.000000
28.000000  60.000000  0.066700  8.780000  11.400000  20.400000
29.000000  63.000000  0.079400  8.750000  10.900000  19.700000
29.000000  65.000000  0.108000  8.760000  9.910000  17.800000
3.000000  6.000000  0.000000  5.330000  5.660000  27.400000
3.000000  7.000000  0.143000  5.610000  7.250000  12.900000
30.000000  64.000000  0.062500  8.740000  11.900000  21.000000
32.000000  70.000000  0.085700  8.720000  11.500000  19.700000
32.000000  72.000000  0.111000  8.730000  10.800000  18.200000
32.000000  74.000000  0.135000  8.730000  10.200000  17.000000
32.000000  76.000000  0.158000  8.710000  9.430000  15.900000
33.000000  75.000000  0.120000  8.700000  10.200000  18.200000
34.000000  76.000000  0.105000  8.710000  11.200000  19.200000
34.000000  78.000000  0.128000  8.720000  10.500000  17.900000
34.000000  82.000000  0.171000  8.690000  9.280000  16.000000
39.000000  89.000000  0.124000  8.710000  11.500000  20.800000
4.000000  9.000000  0.111000  6.460000  1.660000  20.600000
40.000000  90.000000  0.111000  8.710000  12.000000  21.300000
