95.000000  230.000000  0.174000  7.590000  0.777000  0.092400
95.000000  231.000000  0.177000  7.590000  -0.409000  0.369000
95.000000  232.000000  0.181000  7.590000  1.050000  0.636000
95.000000  233.000000  0.185000  7.580000  -0.086900  0.958000
95.000000  234.000000  0.188000  7.580000  1.370000  1.280000
95.000000  235.000000  0.191000  7.570000  0.193000  1.560000
95.000000  239.000000  0.205000  7.550000  7.100000  3.020000
95.000000  240.000000  0.208000  7.550000  5.950000  13.100000
95.000000  241.000000  0.212000  7.540000  6.650000  12.600000
95.000000  242.000000  0.215000  7.530000  5.540000  12.200000
95.000000  243.000000  0.218000  7.530000  6.360000  11.900000
95.000000  244.000000  0.221000  7.520000  5.370000  11.700000
94.000000  230.000000  0.183000  7.590000  8.530000  15.300000
94.000000  231.000000  0.186000  7.590000  6.700000  15.200000
94.000000  232.000000  0.190000  7.590000  8.020000  14.700000
94.000000  233.000000  0.193000  7.580000  6.380000  14.400000
94.000000  234.000000  0.197000  7.580000  7.770000  14.200000
94.000000  235.000000  0.200000  7.580000  6.240000  14.000000
94.000000  236.000000  0.203000  7.580000  7.350000  13.600000
94.000000  237.000000  0.207000  7.570000  5.880000  13.200000
94.000000  238.000000  0.210000  7.570000  7.000000  12.900000
94.000000  239.000000  0.213000  7.560000  5.650000  12.600000
94.000000  240.000000  0.217000  7.560000  6.530000  12.200000
94.000000  241.000000  0.220000  7.550000  5.240000  11.800000
94.000000  242.000000  0.223000  7.540000  6.310000  11.600000
93.000000  228.000000  0.184000  7.600000  7.040000  1.050000
93.000000  229.000000  0.188000  7.610000  7.890000  14.900000
93.000000  230.000000  0.191000  7.600000  6.610000  14.500000
93.000000  231.000000  0.195000  7.600000  7.680000  14.300000
93.000000  232.000000  0.198000  7.610000  1.870000  2.270000
93.000000  233.000000  0.202000  7.600000  0.721000  13.800000
93.000000  234.000000  0.205000  7.590000  6.070000  2.750000
93.000000  235.000000  0.209000  7.590000  6.980000  13.000000
93.000000  236.000000  0.212000  7.580000  5.740000  12.700000
93.000000  237.000000  0.215000  7.570000  6.580000  12.300000
93.000000  238.000000  0.218000  7.570000  5.490000  12.100000
93.000000  239.000000  0.222000  7.560000  6.210000  11.700000
93.000000  240.000000  0.225000  7.550000  5.070000  11.300000
92.000000  227.000000  0.189000  7.630000  6.350000  14.500000
92.000000  228.000000  0.193000  7.630000  7.890000  14.200000
92.000000  229.000000  0.197000  7.620000  6.080000  14.000000
