#Z A e:energy e_err:energyError sigma:reactionCrossSection sig_err:sigmaError type:reactionChannel（1=(g,n),2=(g,2n),3=(g,abs),4=(g,xn)）	--	--	--
92	238	5.60775	1
92	238	5.7235	1
92	238	5.8919	1
92	238	5.9662	1
92	238	6.08049	1
92	238	6.22823	1
92	238	6.3954	1
92	238	6.4199	1
92	238	6.5017	1
92	238	6.51726	1
92	238	6.7487	1
92	238	6.76013	1
92	238	6.7798	1
92	238	6.80941	1
92	238	7.01945	1
92	238	7.2142	1
92	238	7.24379	1
92	238	7.3677	1
92	238	7.4138	1
92	238	7.41847	1
92	238	7.63113	1
92	238	7.72385	1
92	238	7.77022	1
92	238	7.8	1
92	238	7.8633	1
92	238	7.9145	1
92	238	8.4848	1
92	238	8.9988	1
92	238	9.7203	1
92	238	10.8292	1
92	238	5.60775	1
92	238	5.7235	1
92	238	5.8919	1
92	238	5.9662	1
92	238	6.08049	1
92	238	6.22823	1
92	238	6.3954	1
92	238	6.4199	1
92	238	6.5017	1
92	238	6.51726	1
92	238	6.7487	1
92	238	6.76013	1
92	238	6.7798	1
92	238	6.80941	1
92	238	7.01945	1
92	238	7.2142	1
92	238	7.24379	1
92	238	7.3677	1
92	238	7.4138	1
92	238	7.41847	1
92	238	7.63113	1
92	238	7.72385	1
92	238	7.77022	1
92	238	7.8	1
92	238	7.8633	1
92	238	7.9145	1
92	238	8.4848	1
92	238	8.9988	1
92	238	9.7203	1
92	238	10.8292	1
92	238	10	3
92	238	20	3
92	238	8	3
92	238	8.4	3
92	238	8.8	3
92	238	9.2	3
92	238	9.6	3
92	238	10	3
92	238	10.4	3
92	238	10.8	3
92	238	11.1	3
92	238	11.6	3
92	238	11.9	3
92	238	12.3	3
92	238	12.8	3
92	238	13.1	3
92	238	13.6	3
92	238	14	3
92	238	14.4	3
92	238	14.8	3
92	238	15.2	3
92	238	15.6	3
92	238	16	3
92	238	16.4	3
92	238	16.8	3
92	238	17.2	3
92	238	17.6	3
92	238	17.9	3
92	238	18.4	3
92	238	18.8	3
92	238	19.2	3
92	238	19.6	3
92	238	19.9	3
92	238	20.3	3
92	238	20.7	3
92	238	21.1	3
92	238	21.5	3
92	238	22	3
92	238	22.3	3
92	238	22.7	3
92	238	23.2	3
92	238	23.6	3
92	238	23.9	3
92	238	8.4	3
92	238	8.8	3
92	238	9.2	3
92	238	9.6	3
92	238	10	3
92	238	10.4	3
92	238	10.8	3
92	238	11.1	3
92	238	11.6	3
92	238	11.9	3
92	238	12.3	3
92	238	12.8	3
92	238	13.1	3
92	238	13.6	3
92	238	14	3
92	238	14.4	3
92	238	14.8	3
92	238	15.2	3
92	238	15.6	3
92	238	16	3
92	238	16.4	3
92	238	16.8	3
92	238	17.2	3
92	238	17.6	3
92	238	17.9	3
92	238	18.4	3
92	238	18.8	3
92	238	19.2	3
92	238	19.6	3
92	238	19.9	3
92	238	20.3	3
92	238	20.7	3
92	238	21.1	3
92	238	21.5	3
92	238	22	3
92	238	22.3	3
92	238	22.7	3
92	238	23.2	3
92	238	23.6	3
92	238	23.9	3
92	238	4.84	3
92	238	4.88	3
92	238	4.93	3
92	238	4.98	3
92	238	5.02	3
92	238	5.06	3
92	238	5.11	3
92	238	5.16	3
92	238	5.21	3
92	238	5.26	3
92	238	5.3	3
92	238	5.36	3
92	238	5.4	3
92	238	5.45	3
92	238	5.5	3
92	238	5.55	3
92	238	5.6	3
92	238	5.65	3
92	238	5.7	3
92	238	5.76	3
92	238	5.81	3
92	238	5.86	3
92	238	5.91	3
92	238	5.97	3
92	238	6.03	3
92	238	6.08	3
92	238	5.9427	3
92	238	6.0178	3
92	238	6.1171	3
92	238	6.2349	3
92	238	6.3441	3
92	238	6.4554	3
92	238	6.5664	3
92	238	6.6709	3
92	238	6.7847	3
92	238	6.8855	3
92	238	6.9983	3
92	238	7.117	3
92	238	7.2222	3
92	238	7.329	3
92	238	7.4342	3
92	238	7.5403	3
92	238	7.6373	3
92	238	7.7392	3
92	238	7.8482	3
92	238	7.9567	3
92	238	7.83	4
92	238	8.12	4
92	238	8.4	4
92	238	8.62	4
92	238	8.97	4
92	238	9.17	4
92	238	9.46	4
92	238	9.74	4
92	238	10.01	4
92	238	10.27	4
92	238	10.31	4
92	238	10.55	4
92	238	10.82	4
92	238	11.1	4
92	238	11.37	4
92	238	11.65	4
92	238	11.87	4
92	238	12.16	4
92	238	12.44	4
92	238	12.66	4
92	238	12.95	4
92	238	13.21	4
92	238	13.52	4
92	238	13.74	4
92	238	14	4
92	238	14.31	4
92	238	14.5	4
92	238	14.81	4
92	238	15.07	4
92	238	15.38	4
92	238	15.62	4
92	238	15.89	4
92	238	16.17	4
92	238	16.39	4
92	238	16.68	4
92	238	16.98	4
92	238	17.25	4
92	238	17.47	4
92	238	17.73	4
92	238	18.28	4
92	238	5.265	4
92	238	5.412	4
92	238	5.51	4
92	238	5.658	4
92	238	5.729	4
92	238	5.805	4
92	238	5.854	4
92	238	5.952	4
92	238	6.001	4
92	238	6.05	4
92	238	6.123	4
92	238	6.148	4
92	238	6.246	4
92	238	6.369	4
92	238	6.442	4
92	238	6.736	4
92	238	6.982	4
92	238	7.227	4
92	238	7.472	4
92	238	7.717	4
92	238	7.962	4
92	238	8.208	4
92	238	8.453	4
92	238	8.698	4
92	238	8.943	4
92	238	9.188	4
92	238	9.434	4
92	238	9.679	4
92	238	9.924	4
92	238	10.414	4
92	238	10.537	4
92	238	10.782	4
92	238	10.905	4
92	238	11.027	4
92	238	11.273	4
92	238	11.395	4
92	238	11.518	4
92	238	11.763	4
92	238	11.886	4
92	238	12.008	4
92	238	12.253	4
92	238	12.376	4
92	238	12.499	4
92	238	12.744	4
92	238	12.866	4
92	238	12.989	4
92	238	13.234	4
92	238	13.357	4
92	238	13.479	4
92	238	13.847	4
92	238	14.338	4
92	238	14.828	4
92	238	15.318	4
92	238	15.809	4
92	238	16.299	4
92	238	16.79	4
92	238	17.28	4
92	238	17.77	4
92	238	18.261	4
92	238	5	4
92	238	6	4
92	238	6.99	4
92	238	8	4
92	238	8.98	4
92	238	10.01	4
92	238	11	4
92	238	5.5033	4
92	238	5.6018	4
92	238	5.7066	4
92	238	5.7959	4
92	238	5.9108	4
92	238	6.0122	4
92	238	6.1081	4
92	238	6.2114	4
92	238	6.3364	4
92	238	6.4409	4
92	238	6.5449	4
92	238	6.6437	4
92	238	6.7726	4
92	238	6.885	4
92	238	7.0011	4
92	238	7.1104	4
92	238	7.2241	4
92	238	7.342	4
92	238	7.444	4
92	238	7.5496	4
92	238	7.6535	4
92	238	7.7666	4
92	238	7.8768	4
92	238	7.974	4
92	238	6.28	4
92	238	7.11	4
92	238	7.91	4
92	238	8.57	4
92	238	9.19	4
92	238	9.68	4
92	238	10.1	4
92	238	10.8	4
92	238	11.2	4
92	238	11.7	4
92	238	12.2	4
92	238	12.6	4
92	238	13.1	4
92	238	13.5	4
92	238	14.1	4
92	238	15	4
92	238	15.7	4
92	238	16.3	4
92	238	16.6	4
92	238	16.8	4
92	238	17.4	4
92	238	18	4
92	238	19.1	4
92	238	20.4	4
92	238	21.5	4
92	238	6.07	4
92	238	6.55	4
92	238	7.33	4
92	238	8.08	4
92	238	8.82	4
92	238	9.66	4
92	238	9.99	4
92	238	11.82	4
92	238	12.96	4
92	238	13.94	4
92	238	15.86	4
92	238	16.65	4
92	238	17.98	4
92	238	19.78	4
92	238	21.12	4
92	238	22.08	4
92	238	23.07	4
92	238	23.97	4
92	238	24.86	4
92	238	7.76	2
92	238	8.03	2
92	238	8.3	2
92	238	8.58	2
92	238	8.86	2
92	238	9.12	2
92	238	9.4	2
92	238	9.65	2
92	238	9.94	2
92	238	10.2	2
92	238	10.5	2
92	238	10.7	2
92	238	11	2
92	238	11.3	2
92	238	11.5	2
92	238	11.8	2
92	238	12.1	2
92	238	12.4	2
92	238	12.6	2
92	238	12.9	2
92	238	13.2	2
92	238	13.4	2
92	238	13.7	2
92	238	14	2
92	238	14.3	2
92	238	14.5	2
92	238	14.8	2
92	238	15.1	2
92	238	15.3	2
92	238	15.6	2
92	238	15.9	2
92	238	16.1	2
92	238	16.4	2
92	238	16.7	2
92	238	17	2
92	238	17.2	2
92	238	17.5	2
92	238	17.8	2
92	238	18	2
92	238	18.3	2
